timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_road_id,distance_km,duration_minutes,fare_amount,status
2026-06-18T19:58:49.028805+00:00,30.070852,31.310449,30.015673,31.204339,15,11.91,33.2,154.12,COMPLETED
2026-06-18T20:06:49.028805+00:00,30.125188,31.396086,30.07356,31.291779,9,11.56,24.2,138.0,COMPLETED
2026-06-18T19:48:49.028805+00:00,30.008772,31.197317,30.06507,31.333885,11,14.56,35.0,176.7,CANCELLED
2026-06-18T19:43:49.028805+00:00,30.000214,31.239836,30.090731,31.326156,1,13.05,29.4,156.98,COMPLETED
2026-06-18T20:16:49.028805+00:00,30.033665,31.149435,30.092544,31.316652,10,17.37,60.6,236.18,COMPLETED
2026-06-18T19:26:49.028805+00:00,30.131999,31.392908,30.045815,31.211867,9,19.88,48.9,237.45,COMPLETED
2026-06-18T19:53:49.028805+00:00,30.025214,31.193422,30.023803,31.255005,10,5.93,13.9,80.32,CANCELLED
2026-06-18T19:53:49.028805+00:00,29.719042,30.914262,30.002557,31.206268,4,42.27,79.7,451.58,COMPLETED
2026-06-18T19:34:49.028805+00:00,30.070135,31.338959,29.580175,31.541261,8,57.87,168.9,702.38,COMPLETED
2026-06-18T19:39:49.028805+00:00,30.002005,31.257644,30.081464,31.341845,1,11.99,36.6,159.82,COMPLETED
2026-06-18T19:58:49.028805+00:00,30.071533,31.273397,29.944521,31.18126,1,16.68,50.2,215.4,COMPLETED
2026-06-18T20:10:49.028805+00:00,30.128974,31.437204,30.148758,30.890381,6,52.63,177.8,676.42,CANCELLED
2026-06-18T19:44:49.028805+00:00,29.661867,31.382115,30.135159,31.359874,4,52.67,177.1,675.68,COMPLETED
2026-06-18T19:24:49.028805+00:00,30.030536,31.188807,29.992014,31.126124,11,7.4,19.9,100.35,COMPLETED
2026-06-18T20:09:49.028805+00:00,30.002052,31.253309,30.419272,31.068163,5,49.69,137.6,594.07,COMPLETED
2026-06-18T20:14:49.028805+00:00,30.03127,31.340147,30.063919,31.220472,9,12.08,27.8,147.3,COMPLETED
2026-06-18T19:43:49.028805+00:00,29.692971,31.05738,30.056835,31.223849,4,43.53,129.0,534.98,COMPLETED
2026-06-18T20:22:49.028805+00:00,29.986417,31.184267,29.912154,31.152372,11,8.81,20.4,111.68,COMPLETED
2026-06-18T20:23:49.028805+00:00,30.000895,31.44099,30.091872,31.486034,6,11.01,26.4,137.18,COMPLETED
2026-06-18T19:27:49.028805+00:00,30.203117,31.371134,30.480661,31.035465,6,44.61,106.5,509.32,COMPLETED
2026-06-18T19:38:49.028805+00:00,29.730019,30.864716,30.101921,31.16173,14,50.29,170.8,648.38,COMPLETED
2026-06-18T21:11:49.028805+00:00,30.060216,31.216834,30.010447,31.196449,13,5.87,17.1,84.68,COMPLETED
2026-06-18T21:01:49.028805+00:00,30.002134,31.192032,30.068125,31.335635,11,15.65,38.5,190.12,COMPLETED
2026-06-18T21:13:49.028805+00:00,30.117325,31.303206,30.052989,31.235771,9,9.66,31.6,134.85,COMPLETED
2026-06-18T20:50:49.028805+00:00,29.998281,31.240412,30.067056,31.345953,2,12.72,42.0,173.4,CANCELLED
2026-06-18T20:26:49.028805+00:00,30.103005,31.434017,30.058992,31.215279,6,21.61,65.3,275.02,COMPLETED
2026-06-18T20:33:49.028805+00:00,30.094723,31.251873,30.001665,31.194733,5,11.72,38.7,160.95,COMPLETED
2026-06-18T20:58:49.028805+00:00,30.107878,31.383843,30.089293,31.193108,9,18.47,52.9,232.87,COMPLETED
2026-06-18T20:50:49.028805+00:00,30.071977,31.293868,30.013494,31.42869,3,14.52,48.3,196.35,COMPLETED
2026-06-18T21:55:49.028805+00:00,30.083586,31.190826,30.052689,31.340497,5,14.81,37.5,182.32,COMPLETED
2026-06-18T21:37:49.028805+00:00,29.999219,31.238844,30.089805,31.299878,1,11.66,28.0,144.45,COMPLETED
2026-06-18T22:18:49.028805+00:00,30.051903,31.245289,30.082589,31.328192,1,8.68,20.5,110.85,COMPLETED
2026-06-18T22:00:49.028805+00:00,30.070727,31.33996,30.095366,31.29358,8,5.24,16.6,79.2,COMPLETED
2026-06-18T21:47:49.028805+00:00,30.129493,31.374727,30.066774,31.227978,9,15.75,40.0,193.12,COMPLETED
2026-06-18T21:53:49.028805+00:00,30.01919,31.211834,29.989261,31.171561,5,5.11,15.7,76.88,COMPLETED
2026-06-18T21:54:49.028805+00:00,30.0348,31.166458,30.011502,31.183208,10,3.05,7.7,49.42,CANCELLED
2026-06-18T22:04:49.028805+00:00,30.033252,31.149216,30.019141,31.231936,10,8.12,17.5,102.15,COMPLETED
2026-06-18T21:52:49.028805+00:00,30.052863,31.218283,30.12359,31.291156,13,10.54,27.8,135.75,COMPLETED
2026-06-18T22:21:49.028805+00:00,30.520749,31.125004,30.033715,31.150769,4,54.21,131.3,618.52,COMPLETED
2026-06-18T22:10:49.028805+00:00,29.985285,31.124928,30.075471,31.334378,3,22.52,57.2,269.7,COMPLETED
2026-06-18T21:59:49.028805+00:00,30.068,31.237997,30.017267,31.298797,1,8.13,20.9,107.32,COMPLETED
2026-06-18T22:36:49.028805+00:00,30.08392,31.432618,30.051241,31.419408,6,3.85,12.9,63.22,COMPLETED
2026-06-18T23:02:49.028805+00:00,30.061468,31.19876,30.051428,31.22476,2,2.74,5.8,44.25,COMPLETED
2026-06-18T22:29:49.028805+00:00,30.069905,31.347733,30.10271,31.213319,8,13.44,32.1,163.95,COMPLETED
2026-06-18T23:14:49.028805+00:00,30.033352,31.222272,30.083589,31.283465,1,8.12,15.5,99.15,COMPLETED
2026-06-18T22:49:49.028805+00:00,30.100197,31.244256,30.030749,31.208224,2,8.47,17.6,104.93,COMPLETED
2026-06-18T22:59:49.028805+00:00,30.01463,31.192798,30.022441,31.174595,11,1.96,4.2,36.0,COMPLETED
2026-06-18T22:59:49.028805+00:00,30.002124,31.20088,30.067505,31.187679,1,7.38,16.3,94.8,COMPLETED
2026-06-18T23:28:49.028805+00:00,30.0391,31.335484,30.093829,31.193884,7,14.92,40.8,188.1,CANCELLED
2026-06-18T23:47:49.028805+00:00,29.686151,31.354817,30.066964,31.343787,14,42.36,112.7,501.75,COMPLETED
2026-06-18T23:47:49.028805+00:00,30.368789,30.989634,30.060789,31.243699,4,42.06,112.2,498.75,COMPLETED
2026-06-18T23:41:49.028805+00:00,30.049827,31.209419,30.077712,31.333719,13,12.36,33.4,157.8,CANCELLED
2026-06-19T00:23:49.028805+00:00,30.073226,31.306761,29.910979,31.282213,7,18.2,34.1,202.65,COMPLETED
2026-06-18T23:29:49.028805+00:00,30.018777,31.19414,30.062262,31.341885,1,15.02,52.6,206.55,COMPLETED
2026-06-18T23:50:49.028805+00:00,29.993231,31.205201,29.99504,31.283856,10,7.58,21.4,103.95,NO_SHOW
2026-06-18T23:31:49.028805+00:00,30.004883,31.144801,30.066778,31.228274,3,10.58,34.5,146.1,COMPLETED
2026-06-19T00:22:49.028805+00:00,30.130655,31.312243,30.054,31.27338,15,9.31,17.0,110.32,COMPLETED
2026-06-19T00:08:49.028805+00:00,29.921236,31.260857,30.052349,31.22827,4,14.91,40.7,187.88,COMPLETED
2026-06-19T00:51:49.028805+00:00,30.093691,31.340535,30.000521,31.280148,7,11.88,37.6,160.5,COMPLETED
2026-06-19T00:43:49.028805+00:00,30.021101,31.20493,30.048549,31.220467,11,3.4,7.1,51.15,COMPLETED
2026-06-19T00:46:49.028805+00:00,30.083425,31.334604,30.002646,31.1882,8,16.71,45.5,208.58,COMPLETED
2026-06-19T00:57:49.028805+00:00,30.061472,31.216791,29.941289,31.135674,13,15.48,34.5,182.85,COMPLETED
2026-06-19T01:06:49.028805+00:00,30.084225,31.340097,30.097654,31.252847,15,8.53,24.7,116.02,COMPLETED
2026-06-19T01:09:49.028805+00:00,29.941037,31.155959,30.065712,31.338722,3,22.4,55.4,266.1,COMPLETED
2026-06-19T00:45:49.028805+00:00,30.073185,31.317884,29.992354,31.412832,9,12.82,28.3,153.6,COMPLETED
2026-06-19T01:08:49.028805+00:00,30.015257,31.162015,30.038784,31.175042,10,2.9,5.3,44.7,COMPLETED
2026-06-19T00:32:49.028805+00:00,30.087508,31.262495,30.203324,31.394603,3,18.09,35.1,203.32,COMPLETED
2026-06-19T01:18:49.028805+00:00,29.874397,31.555427,30.204321,31.485611,4,37.3,87.0,425.25,COMPLETED
2026-06-19T00:34:49.028805+00:00,30.031755,31.208134,30.068595,31.334407,10,12.83,40.4,171.82,COMPLETED
2026-06-19T00:46:49.028805+00:00,30.070892,31.336378,30.014385,31.2876,8,7.84,24.1,109.95,COMPLETED
2026-06-19T00:41:49.028805+00:00,30.012588,31.231119,30.117427,31.248386,5,11.78,33.9,154.2,COMPLETED
2026-06-19T00:25:49.028805+00:00,30.051502,31.318399,30.017363,31.188204,7,13.1,29.6,157.65,COMPLETED
2026-06-19T01:20:49.028805+00:00,30.008991,31.178163,30.113885,31.231274,10,12.73,23.8,146.18,COMPLETED
2026-06-19T01:10:49.028805+00:00,30.058076,31.233349,30.032908,31.163182,1,7.31,16.5,94.57,COMPLETED
2026-06-19T01:11:49.028805+00:00,30.313763,31.667005,30.131252,31.331677,14,38.08,95.8,444.3,COMPLETED
2026-06-19T01:51:49.028805+00:00,29.979553,31.129005,30.059381,31.335797,3,21.8,74.7,290.55,COMPLETED
2026-06-19T01:54:49.028805+00:00,30.067371,31.223139,29.82778,31.542845,13,40.73,89.5,454.72,COMPLETED
2026-06-19T01:28:49.028805+00:00,30.347874,31.56808,30.042294,31.461135,14,35.5,112.5,450.0,COMPLETED
2026-06-19T02:13:49.028805+00:00,30.057126,31.209373,29.92864,31.259232,12,15.07,45.1,195.68,COMPLETED
2026-06-19T02:01:49.028805+00:00,30.093311,31.267582,29.939506,31.139542,1,21.08,68.5,275.85,CANCELLED
2026-06-19T02:17:49.028805+00:00,30.172334,31.12667,30.043989,31.185912,4,15.37,52.4,208.87,COMPLETED
2026-06-19T01:48:49.028805+00:00,30.144053,31.487984,30.021505,31.312978,6,21.66,42.8,241.65,COMPLETED
2026-06-19T01:25:49.028805+00:00,29.981966,31.184409,30.07941,31.247596,10,12.43,26.8,148.43,COMPLETED
2026-06-19T01:39:49.028805+00:00,30.007737,31.185681,30.101954,31.3415,11,18.29,34.9,204.52,COMPLETED
2026-06-19T01:45:49.028805+00:00,30.081463,31.337811,30.068196,31.192922,8,14.02,48.6,193.05,COMPLETED
2026-06-19T02:00:49.028805+00:00,30.189435,31.40719,30.024676,31.201884,6,26.94,63.0,311.55,COMPLETED
2026-06-19T01:32:49.028805+00:00,30.021693,31.171523,30.102066,31.323283,11,17.12,52.6,222.3,COMPLETED
2026-06-19T01:38:49.028805+00:00,30.00357,31.191372,30.129593,31.340406,10,20.05,42.5,229.12,COMPLETED
2026-06-19T02:04:49.028805+00:00,30.285959,31.515017,30.092099,31.319703,14,28.58,83.3,354.3,COMPLETED
2026-06-19T01:27:49.028805+00:00,30.063567,31.21137,30.027907,31.242893,13,4.99,13.5,72.68,COMPLETED
2026-06-19T02:04:49.028805+00:00,30.015251,31.252177,30.006214,31.169466,2,8.03,20.9,106.57,CANCELLED
2026-06-19T01:27:49.028805+00:00,30.003957,31.204535,30.056145,31.345734,11,14.78,31.4,172.95,COMPLETED
2026-06-19T02:47:49.028805+00:00,29.999555,31.191727,30.099502,31.188239,1,11.12,22.9,132.75,COMPLETED
2026-06-19T02:50:49.028805+00:00,30.234685,31.5059,30.124395,31.353282,14,19.12,49.1,232.05,COMPLETED
2026-06-19T02:49:49.028805+00:00,30.086904,31.300125,29.766512,31.565937,3,43.88,131.4,541.2,CANCELLED
2026-06-19T02:31:49.028805+00:00,30.037097,31.183846,30.017504,31.153035,10,3.68,10.0,57.6,COMPLETED
2026-06-19T02:38:49.028805+00:00,30.025144,31.162033,30.050929,31.230244,12,7.16,17.3,94.65,COMPLETED
2026-06-19T03:13:49.028805+00:00,30.004218,31.18046,30.074521,31.334448,11,16.76,47.3,211.65,COMPLETED
2026-06-19T02:25:49.028805+00:00,29.952527,31.155922,29.97792,31.210885,3,6.0,15.3,82.95,COMPLETED
2026-06-19T02:24:49.028805+00:00,30.015686,31.210113,30.051951,31.342655,11,13.38,35.9,169.2,COMPLETED
2026-06-19T03:11:49.028805+00:00,30.088094,31.200414,30.055006,31.229516,12,4.62,13.0,69.15,COMPLETED
2026-06-19T03:21:49.028805+00:00,30.106696,31.329945,30.158742,31.487838,15,16.25,29.9,181.72,COMPLETED
2026-06-19T02:41:49.028805+00:00,30.107653,31.273054,30.010147,31.260779,3,10.91,35.7,150.38,COMPLETED
2026-06-19T02:42:49.028805+00:00,30.070834,31.341628,30.015044,31.243548,8,11.3,30.3,145.2,CANCELLED
2026-06-19T02:58:49.028805+00:00,30.054273,31.228776,30.04842,31.188665,1,3.92,8.7,57.45,COMPLETED
2026-06-19T02:41:49.028805+00:00,30.054959,31.347551,30.040217,31.205722,7,13.75,34.7,170.18,COMPLETED
2026-06-19T02:35:49.028805+00:00,30.105711,31.200499,30.054206,31.21969,5,6.02,14.7,82.2,COMPLETED
2026-06-19T02:47:49.028805+00:00,30.071627,31.330083,29.938082,31.261334,7,16.26,43.7,202.5,COMPLETED
2026-06-19T02:40:49.028805+00:00,29.888184,31.581433,30.04997,31.292569,14,33.13,90.4,399.08,COMPLETED
2026-06-19T03:11:49.028805+00:00,30.078931,31.381732,30.041274,31.176874,9,20.16,63.7,261.75,COMPLETED
2026-06-19T02:44:49.028805+00:00,30.096918,31.343917,30.007808,31.259473,15,12.82,28.4,153.75,COMPLETED
2026-06-19T04:14:49.028805+00:00,30.095821,31.318423,30.022046,31.185458,7,15.2,47.1,199.65,COMPLETED
2026-06-19T03:45:49.028805+00:00,30.065421,31.342919,29.982966,31.273122,8,11.37,33.5,150.52,COMPLETED
2026-06-19T03:52:49.028805+00:00,30.069736,31.352372,30.019371,31.171558,9,18.28,52.8,231.3,COMPLETED
2026-06-19T04:20:49.028805+00:00,30.078685,31.31597,30.01213,31.490054,7,18.32,60.5,243.15,COMPLETED
2026-06-19T03:58:49.028805+00:00,30.05259,31.583429,30.040983,31.291749,14,28.1,92.5,364.5,COMPLETED
2026-06-19T03:44:49.028805+00:00,30.077331,31.334902,30.027268,31.27517,8,8.0,23.8,110.7,CANCELLED
2026-06-19T04:04:49.028805+00:00,30.033782,31.300174,30.013897,31.203516,3,9.56,22.8,120.9,COMPLETED
2026-06-19T04:17:49.028805+00:00,30.023891,31.153802,30.007897,31.182518,12,3.29,9.1,53.32,COMPLETED
2026-06-19T03:55:49.028805+00:00,30.07679,31.173686,29.934435,31.263098,12,18.02,56.9,235.5,COMPLETED
2026-06-19T04:20:49.028805+00:00,30.045217,31.26133,29.946998,31.219048,1,11.66,29.6,146.85,COMPLETED
2026-06-19T03:52:49.028805+00:00,30.115925,31.326973,30.063387,31.300605,9,6.37,12.7,81.82,COMPLETED
2026-06-19T03:25:49.028805+00:00,30.105317,31.619229,30.03225,31.217109,4,39.54,125.9,500.4,COMPLETED
2026-06-19T03:59:49.028805+00:00,30.047126,31.221669,30.055218,31.207854,13,1.61,4.2,33.38,COMPLETED
2026-06-19T03:42:49.028805+00:00,30.016276,31.285327,30.088883,31.326008,2,8.97,23.0,116.78,COMPLETED
2026-06-19T03:31:49.028805+00:00,30.079821,31.347954,30.016861,31.158486,8,19.53,66.8,261.68,COMPLETED
2026-06-19T03:31:49.028805+00:00,29.998584,31.169228,29.860218,31.511601,11,36.4,68.0,390.0,CANCELLED
2026-06-19T04:53:49.028805+00:00,30.096279,31.171795,30.093448,31.297584,2,12.11,30.0,150.82,COMPLETED
2026-06-19T05:01:49.028805+00:00,30.402527,31.321659,30.058349,31.248798,14,38.91,72.3,415.28,COMPLETED
2026-06-19T05:08:49.028805+00:00,30.083433,31.294292,29.99971,31.140117,9,17.52,58.3,233.85,COMPLETED
2026-06-19T04:44:49.028805+00:00,30.046852,31.192758,29.999839,31.207359,2,5.41,15.1,78.22,COMPLETED
2026-06-19T04:47:49.028805+00:00,30.017087,31.253788,30.489693,31.725492,3,69.39,174.3,796.88,COMPLETED
2026-06-19T04:24:49.028805+00:00,30.069527,31.333218,30.070369,31.16023,8,16.65,41.6,202.28,COMPLETED
2026-06-19T04:28:49.028805+00:00,30.076656,31.335913,30.080187,31.339744,8,0.54,2.0,22.05,COMPLETED
2026-06-19T05:23:49.028805+00:00,30.090119,31.211459,30.007247,31.225771,2,9.32,20.3,115.35,COMPLETED
2026-06-19T05:01:49.028805+00:00,30.168437,31.435646,30.10079,31.229299,6,21.22,55.4,257.25,COMPLETED
2026-06-19T04:44:49.028805+00:00,29.724033,30.936377,30.093469,31.34558,14,56.95,183.9,717.98,COMPLETED
2026-06-19T04:57:49.028805+00:00,30.089846,31.25126,29.983996,31.233923,4,11.89,39.9,164.02,COMPLETED
2026-06-19T04:46:49.028805+00:00,30.025572,31.271073,29.989361,31.19637,5,8.24,21.5,109.05,COMPLETED
2026-06-19T04:39:49.028805+00:00,30.069147,31.336445,30.07949,31.340059,8,1.2,3.6,29.4,COMPLETED
2026-06-19T04:34:49.028805+00:00,30.060087,31.221882,30.026313,31.172434,13,6.06,20.0,90.45,COMPLETED
2026-06-19T05:22:49.028805+00:00,29.991336,31.49445,29.990423,31.21238,6,27.17,63.3,313.73,CANCELLED
2026-06-19T04:37:49.028805+00:00,29.850242,31.461533,29.938632,31.601068,4,16.66,52.5,218.7,COMPLETED
2026-06-19T05:34:49.028805+00:00,29.530396,31.278528,30.092205,31.208264,14,62.84,214.4,807.9,COMPLETED
2026-06-19T05:58:49.028805+00:00,30.030813,31.208998,30.09568,31.209075,11,7.21,17.9,95.92,COMPLETED
2026-06-19T05:57:49.028805+00:00,30.156956,31.323181,30.097618,31.310972,6,6.7,13.6,85.65,COMPLETED
2026-06-19T06:17:49.028805+00:00,30.26634,30.853655,30.080691,31.342181,4,51.3,143.7,615.3,COMPLETED
2026-06-19T06:14:49.028805+00:00,30.06323,31.22101,30.064231,31.231226,13,0.99,2.2,25.72,COMPLETED
2026-06-19T05:39:49.028805+00:00,30.110733,31.206503,30.061473,31.212239,3,5.51,12.2,74.62,COMPLETED
2026-06-19T05:36:49.028805+00:00,30.044046,31.208733,30.005483,31.263459,13,6.79,15.1,88.57,COMPLETED
2026-06-19T05:47:49.028805+00:00,30.026478,31.166534,30.128562,31.339272,11,20.13,65.3,263.92,COMPLETED
2026-06-19T05:45:49.028805+00:00,29.64688,30.857714,30.058827,31.228503,4,58.11,196.1,744.97,CANCELLED
2026-06-19T06:10:49.028805+00:00,30.094961,31.364717,30.18086,31.429552,9,11.41,30.8,146.78,COMPLETED
2026-06-19T06:13:49.028805+00:00,30.065142,31.287742,30.098533,31.350668,7,7.1,21.2,100.05,COMPLETED
2026-06-19T06:07:49.028805+00:00,29.532498,30.96907,30.061369,31.300151,14,66.93,222.8,851.18,COMPLETED
2026-06-19T05:38:49.028805+00:00,29.553347,31.436611,30.067607,31.353445,14,57.74,201.0,749.55,COMPLETED
2026-06-19T05:55:49.028805+00:00,29.986807,31.180515,30.062944,31.309724,11,15.05,43.7,193.42,COMPLETED
2026-06-19T05:39:49.028805+00:00,30.025418,31.206227,30.02322,31.207516,10,0.5,2.0,21.75,COMPLETED
2026-06-19T06:56:49.028805+00:00,30.009279,31.100355,30.000301,31.192474,3,8.93,17.9,108.82,COMPLETED
2026-06-19T06:28:49.028805+00:00,30.018307,31.297238,29.990185,31.673857,5,36.4,116.3,462.45,COMPLETED
2026-06-19T06:30:49.028805+00:00,30.10071,31.313271,30.177654,31.367061,9,10.0,33.5,140.25,COMPLETED
2026-06-19T07:09:49.028805+00:00,29.986306,31.208648,30.083773,31.292344,11,13.5,32.5,165.0,COMPLETED
2026-06-19T07:02:49.028805+00:00,30.079415,31.348459,30.06778,31.219977,8,12.43,31.4,155.32,COMPLETED
2026-06-19T07:19:49.028805+00:00,30.058176,31.313379,30.079445,31.342781,7,3.69,10.3,58.12,COMPLETED
2026-06-19T07:23:49.028805+00:00,30.012992,31.215946,30.048083,31.309486,1,9.81,29.6,132.98,CANCELLED
2026-06-19T06:55:49.028805+00:00,30.067468,31.232043,29.99744,31.179338,13,9.29,26.1,123.82,CANCELLED
2026-06-19T06:38:49.028805+00:00,30.410208,31.144442,29.774165,31.512996,4,79.12,229.5,952.65,COMPLETED
2026-06-19T07:07:49.028805+00:00,30.023307,31.173025,30.069445,31.309528,12,14.1,33.1,170.4,COMPLETED
2026-06-19T07:24:49.028805+00:00,30.001603,31.180492,30.072218,31.354777,11,18.52,61.4,246.0,COMPLETED
2026-06-19T07:35:49.028805+00:00,29.951674,31.720008,30.070566,31.268919,4,45.4,155.4,588.6,COMPLETED
2026-06-19T08:03:49.028805+00:00,30.077965,31.302274,30.307146,31.322753,9,25.56,63.5,301.95,COMPLETED
2026-06-19T07:49:49.028805+00:00,29.577927,31.694948,30.078075,31.225611,14,71.71,212.2,871.12,COMPLETED
2026-06-19T07:30:49.028805+00:00,29.967127,31.18948,30.130133,31.387959,10,26.33,64.5,309.23,COMPLETED
2026-06-19T08:14:49.028805+00:00,30.199667,31.191595,30.038074,31.203502,14,18.0,42.6,213.9,CANCELLED
2026-06-19T07:28:49.028805+00:00,30.126911,31.365579,30.091414,31.30564,9,6.99,23.2,102.22,COMPLETED
2026-06-19T07:50:49.028805+00:00,30.027866,31.17613,30.092733,31.318357,11,15.47,28.9,174.38,COMPLETED
2026-06-19T08:16:49.028805+00:00,29.758928,31.558071,30.052056,31.217278,4,46.28,132.3,560.55,COMPLETED
2026-06-19T07:26:49.028805+00:00,30.06834,31.336065,30.053416,31.215788,7,11.69,33.3,152.62,COMPLETED
2026-06-19T08:08:49.028805+00:00,30.07036,31.218685,29.932807,31.198668,5,15.42,44.0,196.65,COMPLETED
2026-06-19T07:48:49.028805+00:00,30.084693,31.332586,29.985609,31.168624,8,19.25,65.8,258.08,COMPLETED
2026-06-19T07:32:49.028805+00:00,30.038913,31.29878,30.084328,31.320572,9,5.47,14.2,77.32,COMPLETED
2026-06-19T08:22:49.028805+00:00,29.98349,31.269488,30.098308,31.328104,5,13.96,39.2,178.5,COMPLETED
2026-06-19T08:18:49.028805+00:00,29.983354,31.28955,30.049738,31.312506,3,7.71,25.9,111.68,CANCELLED
2026-06-19T08:03:49.028805+00:00,29.948519,31.615263,30.076034,31.331523,4,30.78,99.3,394.8,CANCELLED
2026-06-19T07:54:49.028805+00:00,30.178102,31.299114,29.988236,31.209274,6,22.81,41.6,248.48,COMPLETED
2026-06-19T08:45:49.028805+00:00,29.88736,31.38919,30.040286,31.231898,14,22.78,50.3,261.3,COMPLETED
2026-06-19T08:57:49.028805+00:00,30.03378,31.181162,30.167147,31.175393,12,14.84,49.1,199.95,COMPLETED
2026-06-19T09:06:49.028805+00:00,30.116855,31.305952,30.050509,31.226713,3,10.61,28.2,136.88,COMPLETED
2026-06-19T08:27:49.028805+00:00,30.046332,31.225285,30.049166,31.327279,12,9.82,21.2,120.45,COMPLETED
2026-06-19T08:24:49.028805+00:00,30.069357,31.208073,30.036712,31.286276,12,8.36,27.4,118.8,COMPLETED
2026-06-19T08:51:49.028805+00:00,30.10338,30.817927,30.110695,31.298036,4,46.19,134.8,563.62,COMPLETED
2026-06-19T09:12:49.028805+00:00,30.05868,31.297272,30.091937,31.22869,5,7.56,14.7,93.75,COMPLETED
2026-06-19T09:18:49.028805+00:00,30.130985,31.337453,29.80524,31.484894,6,38.91,82.2,430.12,COMPLETED
2026-06-19T09:15:49.028805+00:00,30.386035,31.30837,30.09073,31.150602,14,36.17,78.8,404.48,COMPLETED
2026-06-19T08:49:49.028805+00:00,29.528273,30.932335,30.021942,31.178471,14,59.81,184.5,740.32,CANCELLED
2026-06-19T09:15:49.028805+00:00,29.616574,30.810608,30.06923,31.346039,4,72.11,231.5,903.08,COMPLETED
2026-06-19T08:30:49.028805+00:00,30.07177,31.19888,30.078574,31.332757,1,12.9,38.6,169.65,COMPLETED
2026-06-19T09:03:49.028805+00:00,30.012886,31.413165,30.081731,31.334758,6,10.75,20.7,126.68,COMPLETED
2026-06-19T09:21:49.028805+00:00,30.066485,31.343187,30.053459,31.226293,8,11.34,38.0,157.05,COMPLETED
2026-06-19T08:54:49.028805+00:00,30.030325,31.163572,30.088766,31.329558,10,17.25,48.4,216.98,COMPLETED
2026-06-19T08:48:49.028805+00:00,30.073313,31.333049,30.086093,31.315303,8,2.22,4.7,38.7,COMPLETED
2026-06-19T08:24:49.028805+00:00,30.00827,31.180686,30.085836,31.308138,11,15.0,36.4,182.1,COMPLETED
2026-06-19T09:13:49.028805+00:00,30.056919,31.215989,29.960202,31.237217,12,10.95,33.1,146.78,COMPLETED
2026-06-19T09:02:49.028805+00:00,30.036482,31.216699,30.076181,31.332285,10,11.97,27.7,146.32,COMPLETED
2026-06-19T09:09:49.028805+00:00,30.08461,31.337047,30.012584,31.308835,8,8.46,18.0,105.45,COMPLETED
2026-06-19T08:53:49.028805+00:00,30.075611,31.332034,30.07949,31.319738,8,1.26,3.4,29.55,COMPLETED
2026-06-19T09:00:49.028805+00:00,30.203268,31.450198,30.259647,31.300407,6,15.7,52.0,210.75,COMPLETED
2026-06-19T09:23:49.028805+00:00,29.849788,31.534514,30.070407,31.357157,14,29.9,104.0,395.25,COMPLETED
2026-06-19T08:39:49.028805+00:00,30.044519,31.273433,29.992569,31.261584,1,5.89,16.1,83.32,COMPLETED
2026-06-19T08:57:49.028805+00:00,30.077005,31.344648,30.089499,31.339484,15,1.48,4.9,33.45,COMPLETED
2026-06-19T09:10:49.028805+00:00,30.468913,30.892531,30.051018,31.225802,4,56.43,196.9,733.58,COMPLETED
2026-06-19T09:43:49.028805+00:00,30.097683,31.201303,30.11713,31.347071,12,14.19,28.2,163.72,COMPLETED
2026-06-19T09:28:49.028805+00:00,30.036398,31.213791,30.029319,31.17759,12,3.57,6.9,52.12,COMPLETED
2026-06-19T09:54:49.028805+00:00,30.101488,31.359537,29.75966,31.720564,15,51.53,176.4,666.08,COMPLETED
2026-06-19T09:49:49.028805+00:00,30.023167,31.201214,30.102927,31.350898,10,16.92,53.2,221.7,COMPLETED
2026-06-19T09:40:49.028805+00:00,30.065529,31.231527,30.06201,31.220356,13,1.14,2.7,27.6,COMPLETED
2026-06-19T09:44:49.028805+00:00,30.039179,31.18896,30.013347,31.190162,1,2.87,8.3,48.98,CANCELLED
2026-06-19T09:38:49.028805+00:00,29.7163,30.912593,30.027065,31.3153,14,51.98,124.9,592.2,COMPLETED
2026-06-19T09:47:49.028805+00:00,30.086431,31.372117,30.088175,31.285981,9,8.29,23.0,111.68,COMPLETED
2026-06-19T09:51:49.028805+00:00,29.980335,31.258264,30.053499,31.209561,5,9.39,17.5,111.68,COMPLETED
2026-06-19T10:07:49.028805+00:00,30.001333,31.197507,30.052203,31.270833,5,9.05,17.4,108.98,COMPLETED
2026-06-19T10:20:49.028805+00:00,30.073048,31.33078,30.094243,31.244438,8,8.64,26.9,120.15,COMPLETED
2026-06-19T10:16:49.028805+00:00,29.903043,31.388993,30.044876,31.213157,14,23.14,77.2,304.35,COMPLETED
2026-06-19T09:25:49.028805+00:00,30.056146,31.227275,30.096961,31.377932,13,15.19,29.2,172.73,CANCELLED
2026-06-19T10:23:49.028805+00:00,30.335428,31.690325,30.085152,31.23882,4,51.54,145.8,620.25,CANCELLED
2026-06-19T09:51:49.028805+00:00,30.098447,31.117232,30.14402,31.302601,3,18.53,49.0,227.48,CANCELLED
2026-06-19T10:19:49.028805+00:00,29.66923,31.294008,29.846947,30.877568,14,44.79,98.2,498.22,CANCELLED
2026-06-19T09:56:49.028805+00:00,30.061687,31.217781,30.101814,31.346823,13,13.19,35.7,167.48,COMPLETED
