sensor_id,road_id,timestamp,vehicle_count,average_speed_kmh,traffic_density,congestion_index,congestion_level,weather_id,hour,day_of_week,month,is_weekend,is_rush_hour
SENSOR_NASR_ROAD_01,7,2026-06-22T06:24:49.028805+00:00,206,43.73,10.56,0.27,MEDIUM,153,6,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T06:24:49.028805+00:00,179,31.38,44.75,0.37,MEDIUM,153,6,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T06:24:49.028805+00:00,201,24.31,8.38,0.51,HIGH,153,6,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T06:24:49.028805+00:00,317,28.06,14.68,0.53,HIGH,153,6,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T06:24:49.028805+00:00,218,43.79,15.46,0.27,MEDIUM,153,6,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T06:24:49.028805+00:00,197,29.41,9.47,0.41,MEDIUM,153,6,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T06:24:49.028805+00:00,163,27.2,30.19,0.46,MEDIUM,153,6,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T06:24:49.028805+00:00,297,45.46,1.07,0.43,MEDIUM,153,6,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T06:24:49.028805+00:00,197,40.38,9.95,0.33,MEDIUM,153,6,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T07:24:49.028805+00:00,478,24.12,12.07,0.52,HIGH,154,7,0,6,False,True
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T07:24:49.028805+00:00,498,14.75,13.5,0.75,CRITICAL,154,7,0,6,False,True
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T07:24:49.028805+00:00,617,26.35,7.24,0.71,HIGH,154,7,0,6,False,True
SENSOR_SALAH_SALEM_01,4,2026-06-22T07:24:49.028805+00:00,328,41.39,1.16,0.48,MEDIUM,154,7,0,6,False,True
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T07:24:49.028805+00:00,445,19.23,10.37,0.68,HIGH,154,7,0,6,False,True
SENSOR_SUEZ_ROAD_01,6,2026-06-22T07:24:49.028805+00:00,614,28.65,6.98,0.71,HIGH,154,7,0,6,False,True
SENSOR_NASR_ROAD_01,7,2026-06-22T07:24:49.028805+00:00,422,25.88,21.64,0.57,HIGH,154,7,0,6,False,True
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T07:24:49.028805+00:00,359,9.31,89.75,0.81,CRITICAL,154,7,0,6,False,True
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T07:24:49.028805+00:00,269,23.41,11.21,0.53,HIGH,154,7,0,6,False,True
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T07:24:49.028805+00:00,504,18.61,23.33,0.69,HIGH,154,7,0,6,False,True
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T07:24:49.028805+00:00,325,29.69,23.05,0.51,HIGH,154,7,0,6,False,True
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T07:24:49.028805+00:00,265,18.27,12.74,0.63,HIGH,154,7,0,6,False,True
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T07:24:49.028805+00:00,334,12.15,61.85,0.76,CRITICAL,154,7,0,6,False,True
SENSOR_MAADI_ROAD_01,14,2026-06-22T07:24:49.028805+00:00,317,41.74,1.14,0.48,MEDIUM,154,7,0,6,False,True
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T07:24:49.028805+00:00,319,30.4,16.11,0.49,MEDIUM,154,7,0,6,False,True
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T08:24:49.028805+00:00,629,18.08,15.88,0.64,HIGH,155,8,0,6,False,True
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T08:24:49.028805+00:00,520,18.7,14.09,0.69,HIGH,155,8,0,6,False,True
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T08:24:49.028805+00:00,435,43.15,5.11,0.52,HIGH,155,8,0,6,False,True
SENSOR_SALAH_SALEM_01,4,2026-06-22T08:24:49.028805+00:00,467,26.34,1.66,0.67,HIGH,155,8,0,6,False,True
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T08:24:49.028805+00:00,539,15.41,12.56,0.74,HIGH,155,8,0,6,False,True
SENSOR_SUEZ_ROAD_01,6,2026-06-22T08:24:49.028805+00:00,571,39.0,6.49,0.61,HIGH,155,8,0,6,False,True
SENSOR_NASR_ROAD_01,7,2026-06-22T08:24:49.028805+00:00,343,27.12,17.59,0.55,HIGH,155,8,0,6,False,True
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T08:24:49.028805+00:00,237,27.68,59.25,0.45,MEDIUM,155,8,0,6,False,True
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T08:24:49.028805+00:00,320,18.33,13.33,0.63,HIGH,155,8,0,6,False,True
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T08:24:49.028805+00:00,442,19.86,20.46,0.67,HIGH,155,8,0,6,False,True
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T08:24:49.028805+00:00,461,21.47,32.7,0.64,HIGH,155,8,0,6,False,True
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T08:24:49.028805+00:00,232,24.95,11.15,0.5,HIGH,155,8,0,6,False,True
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T08:24:49.028805+00:00,284,21.42,52.59,0.57,HIGH,155,8,0,6,False,True
SENSOR_MAADI_ROAD_01,14,2026-06-22T08:24:49.028805+00:00,532,19.01,1.91,0.76,CRITICAL,155,8,0,6,False,True
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T08:24:49.028805+00:00,357,33.05,18.03,0.45,MEDIUM,155,8,0,6,False,True
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T09:24:49.028805+00:00,508,24.36,12.83,0.51,HIGH,156,9,0,6,False,True
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T09:24:49.028805+00:00,421,19.32,11.41,0.68,HIGH,156,9,0,6,False,True
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T09:24:49.028805+00:00,446,45.71,5.23,0.49,MEDIUM,156,9,0,6,False,True
SENSOR_SALAH_SALEM_01,4,2026-06-22T09:24:49.028805+00:00,506,24.32,1.8,0.7,HIGH,156,9,0,6,False,True
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T09:24:49.028805+00:00,410,28.23,9.56,0.53,HIGH,156,9,0,6,False,True
SENSOR_SUEZ_ROAD_01,6,2026-06-22T09:24:49.028805+00:00,709,22.04,8.06,0.78,CRITICAL,156,9,0,6,False,True
SENSOR_NASR_ROAD_01,7,2026-06-22T09:24:49.028805+00:00,361,29.53,18.51,0.51,HIGH,156,9,0,6,False,True
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T09:24:49.028805+00:00,262,24.91,65.5,0.5,HIGH,156,9,0,6,False,True
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T09:24:49.028805+00:00,215,26.19,8.96,0.48,MEDIUM,156,9,0,6,False,True
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T09:24:49.028805+00:00,446,24.85,20.65,0.59,HIGH,156,9,0,6,False,True
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T09:24:49.028805+00:00,411,22.95,29.15,0.62,HIGH,156,9,0,6,False,True
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T09:24:49.028805+00:00,257,23.62,12.36,0.53,HIGH,156,9,0,6,False,True
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T09:24:49.028805+00:00,299,19.82,55.37,0.6,HIGH,156,9,0,6,False,True
SENSOR_MAADI_ROAD_01,14,2026-06-22T09:24:49.028805+00:00,509,14.83,1.83,0.81,CRITICAL,156,9,0,6,False,True
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T09:24:49.028805+00:00,407,23.02,20.56,0.62,HIGH,156,9,0,6,False,True
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T10:24:49.028805+00:00,452,21.06,11.41,0.58,HIGH,157,10,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T10:24:49.028805+00:00,352,24.18,9.54,0.6,HIGH,157,10,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T10:24:49.028805+00:00,479,43.52,5.62,0.52,HIGH,157,10,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T10:24:49.028805+00:00,205,60.2,0.73,0.25,LOW,157,10,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T10:24:49.028805+00:00,299,36.63,6.97,0.39,MEDIUM,157,10,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T10:24:49.028805+00:00,471,44.48,5.35,0.56,HIGH,157,10,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T10:24:49.028805+00:00,336,30.83,17.23,0.49,MEDIUM,157,10,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T10:24:49.028805+00:00,151,31.47,37.75,0.37,MEDIUM,157,10,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T10:24:49.028805+00:00,219,26.95,9.12,0.46,MEDIUM,157,10,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T10:24:49.028805+00:00,304,34.16,14.07,0.43,MEDIUM,157,10,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T10:24:49.028805+00:00,230,43.88,16.31,0.27,MEDIUM,157,10,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T10:24:49.028805+00:00,199,27.18,9.57,0.46,MEDIUM,157,10,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T10:24:49.028805+00:00,155,32.29,28.7,0.35,MEDIUM,157,10,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T10:24:49.028805+00:00,311,42.25,1.12,0.47,MEDIUM,157,10,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T10:24:49.028805+00:00,248,39.62,12.53,0.34,MEDIUM,157,10,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T11:24:49.028805+00:00,338,27.37,8.54,0.45,MEDIUM,158,11,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T11:24:49.028805+00:00,345,32.09,9.35,0.47,MEDIUM,158,11,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T11:24:49.028805+00:00,358,56.1,4.2,0.38,MEDIUM,158,11,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T11:24:49.028805+00:00,228,49.33,0.81,0.38,MEDIUM,158,11,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T11:24:49.028805+00:00,336,29.76,7.83,0.5,HIGH,158,11,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T11:24:49.028805+00:00,477,43.33,5.42,0.57,HIGH,158,11,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T11:24:49.028805+00:00,318,27.99,16.31,0.53,HIGH,158,11,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T11:24:49.028805+00:00,144,36.39,36.0,0.27,MEDIUM,158,11,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T11:24:49.028805+00:00,198,24.86,8.25,0.5,HIGH,158,11,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T11:24:49.028805+00:00,276,30.85,12.78,0.49,MEDIUM,158,11,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T11:24:49.028805+00:00,301,30.49,21.35,0.49,MEDIUM,158,11,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T11:24:49.028805+00:00,211,30.2,10.14,0.4,MEDIUM,158,11,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T11:24:49.028805+00:00,213,21.91,39.44,0.56,HIGH,158,11,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T11:24:49.028805+00:00,337,38.64,1.21,0.52,HIGH,158,11,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T11:24:49.028805+00:00,182,42.53,9.19,0.29,MEDIUM,158,11,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T12:24:49.028805+00:00,324,34.74,8.18,0.31,MEDIUM,159,12,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T12:24:49.028805+00:00,185,47.6,5.01,0.21,LOW,159,12,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T12:24:49.028805+00:00,269,67.28,3.16,0.25,MEDIUM,159,12,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T12:24:49.028805+00:00,193,52.62,0.69,0.34,MEDIUM,159,12,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T12:24:49.028805+00:00,216,38.58,5.03,0.36,MEDIUM,159,12,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T12:24:49.028805+00:00,348,61.67,3.95,0.38,MEDIUM,159,12,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T12:24:49.028805+00:00,318,33.0,16.31,0.45,MEDIUM,159,12,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T12:24:49.028805+00:00,229,24.16,57.25,0.52,HIGH,159,12,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T12:24:49.028805+00:00,197,32.89,8.21,0.34,MEDIUM,159,12,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T12:24:49.028805+00:00,318,31.52,14.72,0.47,MEDIUM,159,12,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T12:24:49.028805+00:00,352,32.26,24.96,0.46,MEDIUM,159,12,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T12:24:49.028805+00:00,146,31.81,7.02,0.36,MEDIUM,159,12,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T12:24:49.028805+00:00,236,25.65,43.7,0.49,MEDIUM,159,12,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T12:24:49.028805+00:00,315,40.08,1.13,0.5,MEDIUM,159,12,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T12:24:49.028805+00:00,298,32.79,15.05,0.45,MEDIUM,159,12,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T13:24:49.028805+00:00,240,35.1,6.06,0.3,MEDIUM,160,13,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T13:24:49.028805+00:00,248,40.64,6.72,0.32,MEDIUM,160,13,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T13:24:49.028805+00:00,382,48.26,4.48,0.46,MEDIUM,160,13,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T13:24:49.028805+00:00,308,43.83,1.09,0.45,MEDIUM,160,13,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T13:24:49.028805+00:00,241,40.24,5.62,0.33,MEDIUM,160,13,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T13:24:49.028805+00:00,280,71.97,3.18,0.28,MEDIUM,160,13,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T13:24:49.028805+00:00,335,29.64,17.18,0.51,HIGH,160,13,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T13:24:49.028805+00:00,124,35.65,31.0,0.29,MEDIUM,160,13,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T13:24:49.028805+00:00,133,38.75,5.54,0.23,LOW,160,13,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T13:24:49.028805+00:00,181,47.22,8.38,0.21,LOW,160,13,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T13:24:49.028805+00:00,300,34.39,21.28,0.43,MEDIUM,160,13,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T13:24:49.028805+00:00,221,27.97,10.62,0.44,MEDIUM,160,13,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T13:24:49.028805+00:00,216,27.45,40.0,0.45,MEDIUM,160,13,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T13:24:49.028805+00:00,260,47.2,0.93,0.41,MEDIUM,160,13,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T13:24:49.028805+00:00,196,41.9,9.9,0.3,MEDIUM,160,13,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T14:24:49.028805+00:00,345,27.17,8.71,0.46,MEDIUM,161,14,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T14:24:49.028805+00:00,216,40.62,5.85,0.32,MEDIUM,161,14,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T14:24:49.028805+00:00,359,55.56,4.21,0.38,MEDIUM,161,14,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T14:24:49.028805+00:00,198,59.61,0.7,0.25,MEDIUM,161,14,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T14:24:49.028805+00:00,221,45.35,5.15,0.24,LOW,161,14,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T14:24:49.028805+00:00,396,53.81,4.5,0.46,MEDIUM,161,14,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T14:24:49.028805+00:00,187,41.28,9.59,0.31,MEDIUM,161,14,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T14:24:49.028805+00:00,137,38.79,34.25,0.22,LOW,161,14,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T14:24:49.028805+00:00,199,24.94,8.29,0.5,HIGH,161,14,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T14:24:49.028805+00:00,252,33.45,11.67,0.44,MEDIUM,161,14,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T14:24:49.028805+00:00,196,42.67,13.9,0.29,MEDIUM,161,14,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T14:24:49.028805+00:00,152,35.42,7.31,0.29,MEDIUM,161,14,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T14:24:49.028805+00:00,193,33.55,35.74,0.33,MEDIUM,161,14,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T14:24:49.028805+00:00,238,54.63,0.85,0.32,MEDIUM,161,14,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T14:24:49.028805+00:00,222,35.79,11.21,0.4,MEDIUM,161,14,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T15:24:49.028805+00:00,400,31.71,10.1,0.37,MEDIUM,162,15,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T15:24:49.028805+00:00,191,42.14,5.18,0.3,MEDIUM,162,15,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T15:24:49.028805+00:00,371,52.54,4.35,0.42,MEDIUM,162,15,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T15:24:49.028805+00:00,218,49.28,0.77,0.38,MEDIUM,162,15,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T15:24:49.028805+00:00,209,41.21,4.87,0.31,MEDIUM,162,15,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T15:24:49.028805+00:00,265,72.36,3.01,0.28,MEDIUM,162,15,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T15:24:49.028805+00:00,209,44.59,10.72,0.26,MEDIUM,162,15,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T15:24:49.028805+00:00,203,23.29,50.75,0.53,HIGH,162,15,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T15:24:49.028805+00:00,196,31.84,8.17,0.36,MEDIUM,162,15,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T15:24:49.028805+00:00,271,35.84,12.55,0.4,MEDIUM,162,15,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T15:24:49.028805+00:00,191,40.8,13.55,0.32,MEDIUM,162,15,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T15:24:49.028805+00:00,133,30.26,6.39,0.39,MEDIUM,162,15,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T15:24:49.028805+00:00,143,32.38,26.48,0.35,MEDIUM,162,15,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T15:24:49.028805+00:00,216,55.06,0.78,0.31,MEDIUM,162,15,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T15:24:49.028805+00:00,248,35.58,12.53,0.41,MEDIUM,162,15,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T16:24:49.028805+00:00,257,37.39,6.49,0.25,MEDIUM,163,16,0,6,False,False
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T16:24:49.028805+00:00,310,31.55,8.4,0.47,MEDIUM,163,16,0,6,False,False
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T16:24:49.028805+00:00,328,52.56,3.85,0.42,MEDIUM,163,16,0,6,False,False
SENSOR_SALAH_SALEM_01,4,2026-06-22T16:24:49.028805+00:00,324,37.57,1.15,0.53,HIGH,163,16,0,6,False,False
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T16:24:49.028805+00:00,184,46.88,4.29,0.22,LOW,163,16,0,6,False,False
SENSOR_SUEZ_ROAD_01,6,2026-06-22T16:24:49.028805+00:00,273,69.87,3.1,0.3,MEDIUM,163,16,0,6,False,False
SENSOR_NASR_ROAD_01,7,2026-06-22T16:24:49.028805+00:00,260,38.56,13.33,0.36,MEDIUM,163,16,0,6,False,False
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T16:24:49.028805+00:00,214,23.73,53.5,0.53,HIGH,163,16,0,6,False,False
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T16:24:49.028805+00:00,230,24.13,9.58,0.52,HIGH,163,16,0,6,False,False
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T16:24:49.028805+00:00,283,34.03,13.1,0.43,MEDIUM,163,16,0,6,False,False
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T16:24:49.028805+00:00,241,40.37,17.09,0.33,MEDIUM,163,16,0,6,False,False
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T16:24:49.028805+00:00,172,31.84,8.27,0.36,MEDIUM,163,16,0,6,False,False
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T16:24:49.028805+00:00,229,21.0,42.41,0.58,HIGH,163,16,0,6,False,False
SENSOR_MAADI_ROAD_01,14,2026-06-22T16:24:49.028805+00:00,199,57.12,0.71,0.29,MEDIUM,163,16,0,6,False,False
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T16:24:49.028805+00:00,334,34.96,16.87,0.42,MEDIUM,163,16,0,6,False,False
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T17:24:49.028805+00:00,712,7.5,17.98,0.85,CRITICAL,164,17,0,6,False,True
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T17:24:49.028805+00:00,478,16.87,12.95,0.72,HIGH,164,17,0,6,False,True
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T17:24:49.028805+00:00,700,23.1,8.22,0.74,HIGH,164,17,0,6,False,True
SENSOR_SALAH_SALEM_01,4,2026-06-22T17:24:49.028805+00:00,510,22.94,1.81,0.71,HIGH,164,17,0,6,False,True
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T17:24:49.028805+00:00,376,23.06,8.76,0.62,HIGH,164,17,0,6,False,True
SENSOR_SUEZ_ROAD_01,6,2026-06-22T17:24:49.028805+00:00,701,23.07,7.97,0.77,CRITICAL,164,17,0,6,False,True
SENSOR_NASR_ROAD_01,7,2026-06-22T17:24:49.028805+00:00,343,26.98,17.59,0.55,HIGH,164,17,0,6,False,True
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T17:24:49.028805+00:00,268,22.78,67.0,0.54,HIGH,164,17,0,6,False,True
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T17:24:49.028805+00:00,280,19.05,11.67,0.62,HIGH,164,17,0,6,False,True
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T17:24:49.028805+00:00,510,17.97,23.61,0.7,HIGH,164,17,0,6,False,True
SENSOR_PYRAMIDS_ROAD_01,11,2026-06-22T17:24:49.028805+00:00,359,31.88,25.46,0.47,MEDIUM,164,17,0,6,False,True
SENSOR_MOHANDESSIN_STREET_01,12,2026-06-22T17:24:49.028805+00:00,351,11.22,16.88,0.78,CRITICAL,164,17,0,6,False,True
SENSOR_ZAMALEK_BRIDGE_01,13,2026-06-22T17:24:49.028805+00:00,322,14.6,59.63,0.71,HIGH,164,17,0,6,False,True
SENSOR_MAADI_ROAD_01,14,2026-06-22T17:24:49.028805+00:00,360,40.09,1.29,0.5,MEDIUM,164,17,0,6,False,True
SENSOR_HELIOPOLIS_MAIN_STREET_01,15,2026-06-22T17:24:49.028805+00:00,419,22.45,21.16,0.63,HIGH,164,17,0,6,False,True
SENSOR_TAHRIR_SQUARE_01,1,2026-06-22T18:24:49.028805+00:00,537,18.56,13.56,0.63,HIGH,165,18,0,6,False,True
SENSOR_CORNICHE_EL_NIL_01,2,2026-06-22T18:24:49.028805+00:00,485,18.64,13.14,0.69,HIGH,165,18,0,6,False,True
SENSOR_RING_ROAD_CAIRO_01,3,2026-06-22T18:24:49.028805+00:00,598,30.84,7.02,0.66,HIGH,165,18,0,6,False,True
SENSOR_SALAH_SALEM_01,4,2026-06-22T18:24:49.028805+00:00,403,28.32,1.43,0.65,HIGH,165,18,0,6,False,True
SENSOR_OCTOBER_6_BRIDGE_01,5,2026-06-22T18:24:49.028805+00:00,397,25.27,9.25,0.58,HIGH,165,18,0,6,False,True
SENSOR_SUEZ_ROAD_01,6,2026-06-22T18:24:49.028805+00:00,708,23.04,8.05,0.77,CRITICAL,165,18,0,6,False,True
SENSOR_NASR_ROAD_01,7,2026-06-22T18:24:49.028805+00:00,359,24.55,18.41,0.59,HIGH,165,18,0,6,False,True
SENSOR_ABBAS_EL_AKKAD_01,8,2026-06-22T18:24:49.028805+00:00,288,13.41,72.0,0.73,HIGH,165,18,0,6,False,True
SENSOR_HASSAN_EL_MAAMOUN_01,9,2026-06-22T18:24:49.028805+00:00,308,18.43,12.83,0.63,HIGH,165,18,0,6,False,True
SENSOR_EL_HARAM_STREET_01,10,2026-06-22T18:24:49.028805+00:00,398,21.28,18.43,0.65,HIGH,165,18,0,6,False,True
